"geneid","length"
"MIR99AHG",924
"MT1E",4110
"SNX27",2312
"PSMA3",4861
"LOC101929538",2815
"NECAB2",7011
"CRTC2",1795
"CIART",2323
"LOC101928782",2041
"LOC101929006",4343
"MIR548Z",10562
"PCDHGA10",939
"MIR3166",8568
"GMFG",906
"PCDHB8",1348
"ANXA2",936
"UGT1A7",5169
"MIR3194",7981
"SMYD2",3132
"LAMC2",5479
"ITGA11",2312
"CDK11A",1308
"FAM133B",10946
"GPR149",4582
"ETV2",11121
"OXNAD1",12496
"PRR23A",3759
"MIR3155A",1286
"LINC00898",4696
"SPIRE2",12158
"TADA2A",9942
"THRA1/BTR",2217
"KIAA0825",2464
"LASP1",4535
"PPARA",3740
"OR10J5",3502
"LINC01520",4871
"NRM",6786
"DYRK1A",5435
"NONO",5382
"CPNE6",9037
"TCP10L",1044
"LYPD5",1699
"MIR3689D1",6442
"PCDHGA6",1110
"BSN-DT",7100
"LINC01481",8667
"APP",9990
"LINC02202",6354
"MTCP1",5453
"SLC4A11",3854
"MTHFD2",6542
"ASCL3",6597
"DLEU7-AS1",5873
"EXOSC9",1992
"METTL23",2034
"STAB2",1266
"CEACAM6",7191
"MIR329-2",1116
"TSPY26P",4217
"PHC2",1120
"RASA1",3078
"DIRC3",5442
"PCDHGB7",8538
"SELE",6138
"GPR141",4222
"YWHAE",7001
"MAP6D1",2481
"REPS1",3573
"LOC100128398",3478
"BCHE",6750
"TBC1D2B",5039
"LOC100996385",7345
"RHOC",1739
"FAM71B",2090
"LOC105372493",2915
"NPSR1",2687
"TMEM150C",2186
"TRIM6-TRIM34",4397
"ERP29",8402
"CALML3",4352
"KCNA4",759
"MIR6856",4987
"LRP8",448
"HORMAD2-AS1",15787
"DPYS",1690
"TEX9",1464
"DOT1L",3384
"SNORD115-10",1645
"MST1",1715
"LINC01392",20978
"KLHL18",3064
"MYDGF",4123
"SOAT2",6921
"LOC100129083",7099
"ORAI3",3327
"SLC35C1",36366
"STAG3L1",9423
"TGS1",4244
"MIR6853",995
"FKBP15",11459
"MAGEA11",2039
"SNORD116-11",5307
"PLK3",4382
"MIR7153",5062
"FBXO11",11423
"MIR302A",4993
"ITGA9-AS1",4323
"CHODL-AS1",7756
"FASTKD1",12089
"LCA5",3049
"SNX12",1114
"FAM27C",2415
"RRAD",10005
"FBXO2",1975
"MAP3K13",698
"TTTY21B",2062
"PXDC1",1429
"STRN",2313
"LINC00582",2440
"OR10G3",1539
"PAXIP1",1187
"PHEX-AS1",3677
"RAB44",3786
"PRICKLE2-AS2",11449
"LINC01121",1737
"NPC2",4041
"APC",3684
"PSMB10",3237
"PLBD1-AS1",1761
"PIMREG",7937
"FAM228A",4386
"STMN3",4896
"LOC102724450",2861
"GLB1",1887
"CHAC2",8460
"PDHX",2857
"B3GNT9",1524
"LOC105374428",1974
"C8orf31",2982
"PDLIM2",5100
"UBXN4",971
"ZNF566",5822
"MIR649",2701
"TBC1D3H",424
"SNORD123",2012
"TRIM37",7863
"TBC1D8B",1660
"PTPMT1",5256
"MIR6816",2437
"RAB38",6058
"PIK3R1",2468
"BLOC1S1",2051
"ZNF518A",1793
"MOCS1",6891
"ZNF750",3442
"CXCR5",13905
"MIR4266",3547
"KRTAP10-1",636
"POTEH",563
"TIGD7",4201
"LOC100128568",3078
"ADAMTS13",656
"CD19",1669
"POC1A",3535
"VCAM1",3296
"FHOD3",3644
"CCDC66",2774
"CRADD",2628
"GIMAP5",2043
"TAOK3",19501
"PCDHA2",3892
"LINC00112",5286
"NLGN4Y",6860
"TCTE3",1320
"LOC100130357",928
"WNK3",4162
"PRORY",1519
"CTSL",21466
"AKAP1",2584
"SLC47A1",3607
"CELP",1089
"MIR548C",1649
"ZFP2",3273
"MIR5188",10288
"TSPAN9",3937
"ITPRIPL1",7150
"CARTPT",977
"TTC9B",2629
"PSRC1",801
"IKBIP",9426
"TENM1",4471
"ICE1",3137
"GOLM1",6384
"HOMER3-AS1",1612
"MIR4302",4031
"APOD",4264
"SLFN12",6472
"VCX3A",2643
"ELP3",1982
"STARD13-AS",2255
"HOXC4",5195
"TSC1",7413
"MALINC1",8097
"EMBP1",816
"TAPBPL",633
"HCRT",4117
"DDHD1",4459
"PRICKLE2",2862
"NKD1",2777
"HIF3A",3855
"LOC100505716",2607
"SKAP2",3050
"ZXDA",319
"ZAN",5674
"PHKB",9275
"RIOX1",421
"RHBG",5676
"PHYHIP",5338
"AURKB",302
"LOC102724297",1473
"THCAT158",2379
"PRR15L",4023
"COL3A1",5871
"TEK",5200
"MAP3K15",1183
"MAGEA12",4517
"LACTBL1",5100
"RP9",2118
"TNRC6B",1042
"CLDN18",11847
"LRIT3",996
"GNPAT",2662
"C8orf86",1320
"LOC101928797",5333
"DIAPH3",5370
"TSSK6",1499
"MIR1298",12397
"GTF3C5",4094
"MAGEF1",5358
"ST8SIA3",4416
"C1QL3",5325
"MIR8485",3068
"TFF3",1890
"SEPT8",1089
"RNF121",1852
"CACTIN",1082
"MIR4778",936
"HGFAC",5410
"POU3F2",7075
"MYOC",4056
"EIF5AL1",1174
"OR4C12",2479
"BARX2",9042
"CD84",1032
"NEK4",951
"TSPYL4",199
"RSRC1",1714
"SUCO",939
"GABRA3",739
"MIR557",1498
"HABP2",939
"PRM3",5447
"MED25",917
"CRYGN",2561
"DNAH6",3531
"SYCP3",304
"THOC7-AS1",995
"KLF17",6829
"LOC105369980",1078
"OR2D2",376
"MIR5191",902
"PROCR",6418
"MIR137HG",1499
"LINC00491",1116
"MIR663AHG",1237
"MIR422A",907
"UGT2B28",1480
"C7orf61",1999
"DCXR",507
"KRAS",276
"GBX1",4764
"MCTP1",1001
"CYB5R4",4878
"CLEC6A",327
"MIR3665",3149
"EPB42",4690
"FAM226B",1175
"CTDNEP1",2674
"SLC16A9",4472
"RTEL1",3479
"CEP112",1629
"MXD1",5569
"FAM95C",1865
"TECR",1116
"CYB5A",13621
"MIR3118-4",7968
"SNORD83A",2485
"PEX14",10779
"LOC101059915",1626
"BCL2L10",2267
"C9orf92",18164
"GPI",3670
"GAL3ST3",4799
"OCIAD1",9435
"STRAP",3222
"CNGB3",4218
"MIR4446",2124
"ZNF467",3104
"CA12",3485
"SERINC2",1037
"SART1",979
"SIX6",3435
"PSMG3",4553
"PCLAF",1982
"MTIF3",4561
"ZNF124",981
"RBMXL1",13738
"OR5AS1",1058
"TMEM108-AS1",930
"SLC10A7",3378
"A2M",3326
"CACNG2",918
"SIGLEC8",2584
"RNF207",6369
"HES6",8787
"ZAP70",6710
"LPXN",8140
"FNTA",6073
"EEF1AKMT2",1416
"DCDC2C",5473
"ELOB",5646
"EVI5",7481
"LOC105371814",2575
"GTF2IRD1",10632
"TMEM35A",2032
"TMSB10",8188
"UBE2J1",2732
"IFNA1",3742
"GABRG3-AS1",1001
"PPP1CA",6506
"ZP2",2478
"ISL2",1179
"LINC01209",7740
"LINC01431",10717
"MIR320E",2844
"ATOH8",11629
"TUT1",938
"AKAP6",2657
"OXA1L",4564
"HOXB13",3239
"MIR378G",2514
"ORC4",1056
"AIP",966
"MIR485",1949
"PRR20D",897
"AVPR2",4325
"ZFP36",946
"CDY2A",2306
"MAS1",1891
"RIMS1",1767
"CADPS",5258
"RAB9B",9552
"STOX2",1811
"SNORA11D",281
"LOC105370802",5911
"YY2",978
"LINC02314",2217
"MBTD1",518
"CENPA",948
"EIF1B-AS1",7641
"MAU2",827
"PRKAG2",3458
"UBN1",8350
"SMC6",1124
"DNAJC10",2845
"MLC1",2626
"CYS1",7246
"ANKRD44-IT1",1332
"CAPN1",1143
"SUV39H1",2713
"SIM2",4616
"RCVRN",333
"PRH2",6729
"LOC101929762",8719
"C15orf32",2470
"STK26",945
"HTR2A-AS1",1408
"SGK1",939
"MIR548AO",5231
"PAF1",1065
"RAI1-AS1",2590
"SLC26A9",909
"ZNF182",1854
"TOP1",2265
"CUL2",976
"COL8A1",17517
"TLCD1",1024
"METTL7A",3380
"VNN2",972
"CNOT7",907
"MIR4713",1029
"NMUR1",6928
"SH2D7",5554
"CKAP5",992
"NUMB",4249
"RMDN1",3147
"KRTAP19-2",952
"CDC6",5738
"OR2J3",1881
"LOC100130548",721
"TMEM184A",1938
"KCNE4",1458
"PPM1B",7281
"COX8C",2820
"PVALB",2082
"MAD2L2",2081
"P4HA3-AS1",5341
"ARPC1B",1149
"MIR525",8279
"DUOX1",998
"ACSM2B",10214
"AKNA",281
"LPGAT1-AS1",915
"SNORD110",4452
"SAC3D1",7916
"GMPR",4071
"RUBCN",3556
"MKRN3",1932
"HAS3",3535
"FASN",7763
"PREX1",8823
"TSGA10",2238
"RPGR",9626
"RPS13",16609
"LINC01198",2451
"AKR7L",5649
"FAM86C1",7035
"SYNDIG1L",1782
"IQGAP1",5693
"PRDM11",3862
"SLC9A9-AS1",1403
"UBAC1",8235
"BAX",6606
"UBE2R2",5600
"TNFRSF13C",6843
"SLC25A39",1758
"EXTL3-AS1",546
"LINC00454",4681
"LUCAT1",972
"MIR4254",3005
"LINC01640",7608
"LCMT1",1157
"ARG2",939
"ALOX12",8981
"SET",7393
"CCT6P1",939
"SNORD114-22",8837
"ANGPTL7",1874
"MIR483",5732
"SNHG25",481
"SCAMP5",16502
"TMEM51",963
"DDIT3",972
"BAZ2A",963
"TCTN3",5510
"BCAN",951
"GPC5",2176
"RIMBP2",8500
"TTLL10",8331
"PSMA7",518
"RNF111",332
"CD109",333
"TMEM130",2569
"AP4M1",987
"LINC01684",4030
"HGSNAT",1580
"ID2-AS1",2918
"PRDX5",2581
"MAST3",12344
"ZNF544",6476
"ATXN7L3",5823
"PARP16",846
"RIPK1",14243
"LOC339059",4637
"PEX10",2929
"CHP2",2105
"KHDC1",1268
"ZNF705G",1514
"PGRMC2",1541
"ZNF250",1781
"PRR18",5411
"LOC102724009",5471
"LOC101928896",2585
"FRAS1",2567
"EIF4EBP1",3194
"WDR1",8108
"LOC101929353",6451
"MIR450A1",1636
"MIR4526",7278
"MIR1208",1000
"SCUBE3",3530
"LGALS4",7135
"MIDN",2243
"RPL13A",1838
"CWC25",474
"CFL1P1",11668
"CHGA",8222
"UBE3D",3969
"NFS1",2321
"P2RY4",554
"ACTN1-AS1",584
"TM2D2",3619
"SLC24A2",2711
"NBPF7",1761
"MIR590",939
"FBXO22",11821
"MRPL17",3145
"SERPINE1",2362
"MIR3672",2049
"URI1",3828
"ZNF415",930
"LINC02158",8017
"NPTX1",6049
"LOC644669",5313
"SIGLECL1",954
"MBNL1-AS1",2311
"MIR3972",815
"AMOT",2911
"NADK2",12068
"LINC00339",1471
"ERC1",954
"MIR4281",4647
"HPSE",4566
"SPATA8-AS1",7541
"LOC101928659",1868
"ADARB2",5239
"PIKFYVE",1184
"MIR7159",11603
"KRT6C",10756
"EPOP",5813
"ATIC",5740
"PAPPA-AS1",1023
"MIR4639",836
"MIR638",5869
"FLJ40288",2328
"SPATA17",3032
"KLHL32",1955
"CYP4F2",2797
"AFMID",3540
"MIR3135B",4105
"SNORD115-35",11304
"STEAP3",1857
"BMT2",3648
"P4HB",10032
"SRSF7",4327
"GAS5-AS1",9036
"SLC24A4",3843
"SNX22",1512
"FGF14",1383
"KCNA10",2435
"LOC101929897",5690
"LANCL1-AS1",6873
"COX7C",4961
"ATP2C1",253
"TXNDC11",3913
"SNORA67",1066
"RMI2",1953
"CTHRC1",2484
"CALD1",1054
"GRIK1",13592
"CMTM4",3938
"CENPBD1",1900
"CCDC152",1142
"FAM13C",4629
"EBF1",6184
"NSMCE2",1321
"OR13C5",2386
"CEP97",2373
"C9",8854
"SEPT9",6465
"IER5",4630
"TMEM132A",8726
"NTPCR",547
"PPIP5K1",2784
"AMY1A",1813
"SMIM5",1947
"CT45A2",302
"MIR5787",601
"DEFB130A",1155
"ZNF679",1541
"SNORD88A",2175
"AIDA",657
"R3HCC1L",5947
"LINC02201",5551
"COPA",5984
"PTPRD-AS1",4415
"BSX",3457
"HIST1H3A",10891
"MRPL20",1924
"SMARCA1",678
"FLJ42969",1208
"FAAH",4514
"DYNLL1",2343
"LOC101928739",3198
"FAM84A",4716
"ASTE1",8562
"PTHLH",6269
"MYL6B",3777
"TRIM65",3349
"LRRC8B",5411
"KRTAP9-3",1087
"NUDT18",5469
"CLPS",2744
"ATP5MGL",3110
"HSPB2-C11orf52",3868
"AMOTL1",946
"GYS2",6685
"LINC01815",2565
"DNAAF3",4087
"LRRC52-AS1",2887
"CMC1",2301
"TMEM191C",5646
"SLC11A1",4478
"CITED2",2170
"HHEX",2716
"DENND2A",2065
"PTCD2",3089
"ACTR3",3422
"HLA-DQB1-AS1",5599
"COX20",13652
"UQCRC2",9784
"DNM1",2773
"RAB19",9057
"ERF",3569
"PET117",1857
"MIR3180-3",2434
"TGFA-IT1",4296
"MX2",7814
"MIR16-2",2766
"MEA1",1487
"GALE",1049
"MIR126",1697
"SNN",1666
"CASD1",1461
"NOP10",27623
"NAA20",8461
"COX19",358
"MIR5701-3",2137
"KDM7A",2250
"SPIRE1",2711
"RPL36A-HNRNPH2",693
"CLCN4",1570
"CSNK2A1",3682
"ZNF235",3087
"LOC101927851",5364
"GATA5",10905
"SLC7A6",6543
"COMT",733
"FGFBP2",3975
"PIWIL1",14858
"ZNF224",4224
"BBS12",2662
"TAC3",7145
"C7orf33",806
"LCNL1",6733
"EDN1",2353
"DBNL",4993
"CASS4",16991
"SLC39A8",4363
"TIGD3",5003
"KCNG3",3685
"PRNCR1",3659
"VSTM1",5459
"MIR4772",8295
"FRK",5189
"MIR3663HG",1924
"FXYD3",1578
"SPOUT1",5304
"CPNE8",424
"LOC105274304",1786
"LOC284788",1973
"OR2AE1",11827
"PDCD1LG2",4195
"HIPK3",2396
"GPD1",3309
"MRPL3",3750
"MIR4516",2162
"FGD4",1971
"RAD9B",1070
"NXF2B",2763
"BANP",859
"PCDHB1",2281
"RTN2",11671
"NOSIP",3329
"RAB15",1819
"THAP3",2054
"BRAT1",2395
"MIR615",5006
"PLAC9",2287
"PPP1CC",2758
"CORO2A",6839
"CA6",1111
"HYLS1",7309
"MIR548AD",821
"KRTAP13-2",711
"MIR4267",4656
"MYOD1",1073
"CTU1",607
"LOC102724710",411
"FLJ31104",6354
"CREM",1798
"TSSK2",645
"MIR6761",7641
"PTDSS2",1200
"CCBE1",4087
"C19orf71",2383
"MFAP3",830
"MERTK",2009
"LINC00587",1274
"LINC02226",1982
"TNNT1",5783
"PURG",240
"NAPG",4885
"DNASE1",8126
"ATF4",13015
"METTL22",6976
"KIAA1549",3339
"BUD31",996
"LRRIQ4",1258
"PCGF1",985
"LAMP2",4680
"COMMD6",645
"LOC728485",2964
"KIF16B",2964
"GYPE",10864
"XRCC4",5089
"ZFC3H1",1129
"PLAU",2462
"AHCYL2",4316
"C10orf82",555
"TADA3",855
"TBKBP1",12565
"LGALS14",6156
"NUPR1",6033
"SLC25A5-AS1",2137
"EIF4A2",6547
"FAM189A2",5635
"KRTAP9-4",6225
"ENTPD7",4659
"AKR1B1",438
"BAG3",3049
"PARD6A",2527
"WDR48",4043
"FBLN5",1122
"RBMY1F",4109
"TTC36",3534
"NDN",1167
"SLC35E2A",1411
"PMS2CL",1158
"ZIC5",3572
"BASP1",5258
"PDZK1P1",310
"AADACL2",4716
"ARMH4",3028
"LINC02208",3048
"MAP1LC3B2",1232
"TM9SF4",2720
"PRMT5-AS1",3188
"ZNF845",2261
"OR10A7",9090
"BVES-AS1",4025
"PCDHB10",1264
"LINC02175",5544
"C1GALT1C1",4452
"MIR3158-1",1594
"TMEM176A",2564
"LINC01569",1250
"MIR298",1041
"CADM3",6672
"GABRA5",2113
"FAM83E",7243
"ZNF764",3173
"VPS33B-DT",1407
"PASD1",10781
"MPP3",2723
"MMP23B",4225
"LOC101928791",3462
"TRPV4",6471
"MIR3944",2740
"RBM43",7234
"ALG10",2075
"SNORA70F",644
"POLR3F",2989
"IFI16",5230
"EPHA4",15155
"MIR4436A",5725
"CSF1R",2302
"HOXA7",8779
"CDK15",3507
"OBP2A",8367
"PLA2G4C-AS1",4133
"ZSWIM6",2082
"PRAMEF7",5261
"ZNF695",2798
"PNLIPRP1",2180
"KCTD10",6653
"SERPINA13P",3661
"CFHR3",2241
"MAGEB10",2542
"LTA4H",3464
"NLRP10",2655
"CSF3",3478
"MIR1283-1",5145
"CDH13",2369
"LINC00700",3163
"MMP27",778
"LIMS4",1599
"OGFR-AS1",1706
"CLVS2",3077
"EVC",3050
"OR4K2",4126
"LINC02367",1041
"SOSTDC1",4841
"BCL2",1620
"MIR2278",2656
"WASHC2C",1350
"DMD",1412
"AMIGO2",1078
"LINC00399",3145
"RBM45",3381
"C2orf16",622
"LINC01935",4898
"CFAP99",1975
"CAP2",7002
"MIR4300HG",3140
"PDF",400
"NMRAL1",8323
"SMC2-AS1",1868
"ACAP2",2435
"MEF2C",6005
"HIGD1A",363
"SEC22B",6227
"SMG1P6",8057
"FIP1L1",3410
"CD33",2567
"MIR8052",2936
"SERP1",1256
"ZBTB9",3760
"TMEM239",5103
"LIN28A",8743
"MRNIP",741
"ACSM4",2047
"BSND",2108
"SCUBE1",2447
"INTS4P2",1015
"KIF11",1108
"GABRD",2127
"NOP14",6340
"ATP9B",2351
"BMP8B",2714
"RPS2P32",1566
"MIR3910-2",6016
"FMR1",10972
"LINC01375",4575
"ZNF559",7351
"AEBP2",2000
"RNF216-IT1",2104
"ZBTB39",2449
"AMY2A",7273
"ASB3",1782
"AANAT",958
"LOC101929488",1997
"OR51I1",2562
"GTF3C3",7017
"TTPAL",4728
"LOC100289361",2648
"LOC283177",4456
"MIR548I3",9082
"LYNX1",1830
"PDILT",20443
"TSPAN4",1069
"PAXIP1-AS1",4904
"KRT20",4459
"CD40LG",6212
"SLC25A25",3091
"DPEP1",728
"DRD5",12363
"OSBPL6",904
"SWSAP1",6627
"LCN10",4855
"KAT5",4333
"MYBBP1A",3544
"AGBL4-IT1",5065
"PPP3CC",5627
"ZNF827",3645
"TAS2R19",5751
"PHB",882
"ZNF480",1141
"SNRPN",1364
"SEC11A",2450
"NSDHL",950
"TMEM139",1789
"UBL7",259
"ZNF773",8076
"AKR1C2",5731
"CCNDBP1",3906
"LINC01318",1135
"CCDC28B",1038
"MEAK7",3864
"PLPPR3",2656
"ZNF579",4272
"EID3",3330
"TXNDC2",2783
"ROBO4",2389
"MFSD9",19629
"NXT2",8914
"LINGO1-AS1",2835
"OR2J2",4987
"FAM217A",1494
"TRPV3",2119
"ZNF586",1989
"SIKE1",978
"SNORD102",14503
"LOC388282",6110
"TSEN34",3028
"GPX8",2560
"LINC01922",543
"NCOA5",6457
"NUTM1",5007
"IGSF11-AS1",2776
"ZNF770",930
"SNHG15",1046
"IRGQ",3905
"COG8",4550
"C1orf210",2377
"SELENOS",2475
"ANP32E",1165
"MALSU1",1093
"SMIM11B",1294
"SEPSECS",1035
"SNORA5A",939
"RWDD2A",8967
"MAGIX",3934
"APC2",2618
"TSPAN15",2473
"BIN3",1896
"IL11RA",573
"MIR361",2481
"MIR619",4059
"HIST1H1T",6291
"DNAJB14",1319
"WWC1",1480
"NINJ1",5972
"HSPBP1",3271
"PGRMC1",988
"PRPF39",3308
"ACVR1C",1655
"LINC00106",19619
"ZBTB3",3675
"LOC389602",1741
"IQSEC3",10903
"GTSF1",6274
"C1QTNF7",1823
"LINC01220",7512
"CSNK1A1P1",4310
"DHX34",4335
"LOC574538",2953
"CSRP2",1316
"ASGR1",19074
"C11orf42",4312
"SLC30A5",5390
"CRLF3",9410
"GCLM",3061
"MIR4662A",1235
"NR6A1",5713
"MIR98",5903
"BDNF",2301
"SIGMAR1",1483
"LOC643711",24320
"GRM1",2551
"PART1",951
"BTF3L4",2692
"MTA2",2058
"LINC01256",3649
"LINC01878",3676
"HERC5",1318
"MIR4735",3859
"LSM1",2718
"RPS29",3595
"DLD",6790
"EDEM1",5424
"RIPOR1",7314
"AHSG",1581
"TUBA3D",5637
"LINC01185",445
"GOLGA8R",3544
"MIR548K",4438
"OAZ2",8281
"POU6F1",6118
"KLHL12",1262
"SNORD65",361
"SVEP1",7043
"TRAF7",8157
"TULP2",1122
"LINC01635",1307
"ENHO",212
"RAD21",3744
"PICALM",904
"OR5P3",3274
"USP17L29",2578
"ALAS2",906
"EIF3J",1713
"SPAG4",2040
"LOC100507548",878
"LILRA4",5303
"AMPD3",654
"CXCL14",2626
"SPATA22",966
"LZTS1-AS1",4217
"TMEM255B",4311
"TACC2",8182
"KCNG4",823
"TRAM2",9041
"LINC02365",4454
"CHD1",2406
"GNRHR2",3183
"NUF2",229
"TRIM72",795
"P3H2",6039
"HEATR4",400
"PGLYRP2",3243
"BUB3",8075
"EBPL",9656
"EPS8",3039
"GATA2-AS1",591
"CT47B1",3613
"TNNC1",3888
"LINC00244",659
"FOXD3",1119
"GDF15",2550
"IZUMO1R",420
"SPECC1L",1796
"GSK3B",496
"CAPN14",3941
"CSF2RB",9413
"FRS3",624
"RGS21",3696
"MIR320C2",1455
"ALOX5AP",4478
"PAICS",3310
"LOC100507388",2333
"PHC1",10044
"KLK5",5546
"CCDC170",1712
"USP17L18",1416
"ZNF362",372
"TMEM233",9545
"CSNK2A3",7671
"LINC02397",706
"LOC105378385",3034
"NAT16",1445
"GNG13",2855
"MIR4664",1865
"PARD6G",8609
"BCLAF3",2112
"POTEG",3217
"PSD2",7246
"KIRREL3-AS3",5093
"E2F3",6532
"ZNF227",12112
"MIR503HG",6270
"LARGE2",9267
"MIR2054",729
"GINS2",3714
"ATP6V1H",1039
"MIR4475",385
"MLH3",5994
"HSBP1L1",937
"LINC01990",3961
"LRRC23",2662
"CARM1",467
"BECN1",2242
"TGOLN2",4441
"ITK",1172
"SDHAF3",955
"LOC101927708",3748
"LINC00475",3207
"LOC150051",2827
"YTHDF3-AS1",6238
"C9orf163",3267
"SLC2A1",1037
"RAB6B",6206
"UBL7-AS1",3790
"OR10S1",797
"SLC25A31",9594
"MSX1",5713
"SAMD12",9247
"AKAP17A",8497
"HNRNPF",2249
"BCL6",798
"LOC105375166",4090
"GNB5",4990
"MPLKIP",4491
"C2orf88",2584
"SYP",1668
"MIR4306",2423
"L3MBTL3",261
"NOMO1",6700
"C6orf58",834
"TNIK",1122
"LOC105376468",3368
"CNTLN",1926
"LAG3",7852
"SEMG2",5314
"OSBPL5",8306
"ALKBH7",6691
"LINC02229",2534
"UBA1",933
"FAM206A",3028
"SCRIB",535
"SLC32A1",919
"MYO1E",6521
"SLC36A3",1969
"SGCG",5870
"DCTD",2187
"DDR1",939
"TMEM14A",2353
"LINC01176",943
"G6PC2",1511
"PNMA2",911
"KRT78",2860
"HHIP",2806
"SYNJ2BP-COX16",1152
"ATG4D",7107
"VASH1",5372
"PCDHGB1",3350
"OR4B1",1789
"EPHB4",6203
"FAU",968
"TREH",2882
"MED30",9685
"DOK4",5574
"GRID2",5982
"SPRN",3614
"ZBTB11-AS1",5206
"TM9SF3",5146
"JAK1",418
"CPS1-IT1",1679
"AGAP2-AS1",5573
"MOGAT3",5171
"B4GALT3",2331
"C1orf112",10418
"SERPINB3",3262
"C9orf24",2408
"ZNF674",1346
"DUS1L",2753
"ZNF768",3953
"SFT2D2",1510
"RBMY2EP",2884
"HCFC1",3231
"PPP4R4",342
"RBM4B",4170
"GSX1",1142
"DEFB134",4590
"DLK1",6689
"SEC14L2",4234
"GTF2F2",5577
"MIR3928",6260
"ATP6V1B1-AS1",5279
"USP17L22",5279
"C19orf44",909
"CCDC51",837
"SLC16A12-AS1",947
"SEMA3F",4514
"A2M-AS1",7582
"GPR20",1152
"VCAN",5654
"LINC02204",702
"HMGB4",2191
"ACSL3",1071
"SPEM2",3275
"TMEM192",1614
"POLR2C",5129
"TP53",1222
"CEP44",1030
"INGX",8114
"DUSP10",1035
"MIR448",959
"ITGA5",6193
"MIR6754",1725
"ARSI",963
"OR8J3",3432
"SCGB1D4",7506
"CCDC150",1034
"MIR634",2123
"ISCA2",2592
"TEP1",954
"CKLF-CMTM1",3254
"BBOF1",975
"ENDOG",6018
"TMEM170B",5081
"PTPN21",5669
"SNORD114-30",6066
"MIR329-1",4519
"CCL4",2671
"ZNF574",1914
"DPY19L2P3",4903
"ITGB1BP2",1675
"OR2B3",8322
"CEACAM1",1037
"PKDREJ",3056
"LOC100507373",22128
"CFAP298",4613
"RYR3",1963
"PRPF4",1023
"EIF4ENIF1",4066
"SH3PXD2A",963
"AP5B1",2422
"MCOLN1",5662
"CDR1",6327
"HSF1",43830
"LOC105377348",3828
"CUL4B",2315
"GMEB1",3117
"MIR4508",5281
"ASPDH",3455
"LOC101927021",524
"LINC00851",1839
"S100A5",908
"PDC",7675
"PRY",895
"IDH3B",8260
"LAPTM4B",8355
"MIR1227",1354
"RBPMS",4947
"DICER1",1649
"IGFL2",983
"RIPOR2",4468
"HRH3",996
"IL12RB2",2213
"REXO4",1297
"APCDD1L",2129
"LINC01777",4853
"NCLN",946
"PROZ",5059
"WDFY2",3738
"ACAN",982
"LINC02520",918
"LOC643406",5345
"LINC01144",3695
"LCE2D",4807
"LOC100130849",2408
"SFRP1",853
"RAD51AP2",936
"SNORD114-25",851
"CSMD1",10519
"MYH3",12156
"OR6C76",2528
"MIR3943",924
"RPL26",6391
"PLPP1",1827
"STPG1",1357
"RAD17",6225
"SIRPA",3749
"ST3GAL2",2953
"LINC01216",2734
"MIR708",2513
"NDUFB2-AS1",8915
"BRD8",6005
"KEAP1",8351
"ZNF112",3090
"HECA",3580
"USP9Y",1089
"NCAPD3",303
"MIR642B",3776
"GPR179",1184
"PNPLA7",1331
"ZXDC",6713
"GSG1L",421
"INSYN1-AS1",2772
"STARD4-AS1",3215
"UBE2E1",896
"NUP155",10019
"PANK2",1077
"OBSCN",3917
"PTGDS",1824
"LOC100507557",2850
"ZDHHC1",1065
"TMEM161B",6379
"MAPK12",963
"LMNTD2",566
"PPTC7",4977
"SEMA3B",2462
"DSC2",4812
"NUGGC",2764
"LINC00280",7889
"RBBP4",6910
"ACTR8",955
"MIA-RAB4B",6391
"CACNB1",3491
"SLED1",7203
"RASSF1-AS1",7833
"CUEDC2",1038
"MIR548AH",981
"ZNF831",8850
"SLC33A1",197
"OTUD7B",1080
"CCDC130",31872
"NPAS1",1056
"GTSE1",551
"OR10AD1",5487
"ZDHHC4",3568
"THUMPD2",924
"HMGA2",5144
"MIR4319",939
"FANCL",1038
"SNCB",2115
"SFTA1P",1245
"DIP2B",939
"SNORA61",1718
"PFDN4",975
"HIST4H4",1426
"LOC101927188",2617
"C11orf54",4425
"OTUD7A",7356
"BCL9",1282
"NKX3-1",2468
"TSPY2",996
"RELB",4087
"DNAJC17",1496
"IRAK3",1013
"MST1L",1947
"SULT1C4",10588
"RNF43",4505
"BMP5",978
"OR2H1",6091
"TBC1D3D",6537
"MHENCR",4046
"HEYL",879
"DCUN1D2",10219
"ARMH3",2492
"MIRLET7BHG",4309
"TMEM8A",6560
"PCOLCE2",930
"TTC39A",5741
"MIR548AV",2340
"UGT3A1",3627
"LOC100507437",2246
"LOC100288846",939
"ACTR3BP5",4556
"TNKS2",5105
"LOC100507250",1113
"LINC00332",991
"ACKR2",942
"POLD2",1035
"DOCK9",987
"NEU4",1067
"LINC00298",1668
"PUDP",213
"SPATA31C1",9582
"ZSCAN10",5237
"MIR665",5625
"MS4A7",1289
"MCHR2-AS1",1041
"NACAD",403
"IRF2BPL",1474
"WNK2",9548
"FRMPD2",3696
"ADORA3",5046
"IL17D",6554
"LOC153684",1033
"OR1L4",3558
"SIPA1",3262
"ZC3HC1",27763
"FBXO44",2162
"GZMB",2814
"PCAT18",1451
"EPHB1",1779
"TMEM182",2529
"MIR604",1492
"MIR4472-2",4031
"SPATA16",5558
"XAB2",12572
"KRT28",3924
"LINC00251",4471
"BUB1B",1722
